event_num,event,date,venue,location,attendance,event_id
105,UFC 81: Breaking Point,2008-02-02,Mandalay Bay Events Center,"Las Vegas, Nevada, U.S.","10,583",4e85dc6a34797383aa81d028f00ea9c2542cdb301481c1d654cb01f1b215dfe2
104,UFC Fight Night: Swick vs. Burkman,2008-01-23,Palms Casino Resort,"Las Vegas, Nevada, U.S.","1,900",a86be145ba92ef7c6ad9680887680db876f7c694a03c2642417e27a76c1395b0
103,UFC 80: Rapid Fire,2008-01-19,Metro Radio Arena,"Newcastle upon Tyne, England, UK","8,412",b6f4d20de8ba7be46d7b044fffec30a4b0cee29237cf745da58d44b76d13e3eb
102,UFC 79: Nemesis,2007-12-29,Mandalay Bay Events Center,"Las Vegas, Nevada, U.S.","11,075",eb7be0cef6d2f8fe9243350dd8c1603881b127615e48d0ca61fc63afd3dbbae5
101,The Ultimate Fighter: Team Hughes vs. Team Serra Finale,2007-12-08,Palms Casino Resort,—,"11,075",34882f2f2c226d1a6fc1ba5edea090ff2c3ac4097b9a6ecb200a1c8d41a2ae63
100,UFC 78: Validation,2007-11-17,Prudential Center,"Newark, New Jersey, U.S.","14,071",efa9953b9ddd4d42a85b1787b592de6ad9605e136204c4450130a5880b110616
099,UFC 77: Hostile Territory,2007-10-20,U.S. Bank Arena,"Cincinnati, Ohio, U.S.","16,054",430fd1d3a80331a5d2d683ddaceddae56f585a76787c11a6971fc55deb9ea08c
098,UFC 76: Knockout,2007-09-22,Honda Center,"Anaheim, California, U.S.","13,770",287af3f4ec4a7528046376030bde893690b11b0c03538b8d43987284ef56c00e
097,UFC Fight Night: Thomas vs. Florian,2007-09-19,Palms Casino Resort,"Las Vegas, Nevada, U.S.",,6fa0b2ed1939790682f9a085aa469b13d8b00db2f92f1544f19ec709f0f2396e
096,UFC 75: Champion vs. Champion,2007-09-08,The O2 arena,"London, England, UK","16,235",c98f7338a4635c5ab98522a199157e5aa2b6397e29306722bf3c7b3168ac678c
095,UFC 74: Respect,2007-08-25,Mandalay Bay Events Center,"Las Vegas, Nevada, U.S.","11,065",250eb8ea5ed66dac399f372003ca11d1696f306a4225734f182b77ef8d8d6ab2
094,UFC 73: Stacked,2007-07-07,ARCO Arena,"Sacramento, California, U.S.","13,183",2afa638e8966a7cdad437c6972647af1f5ccf4f16b3226b78e40e5a66ebdc15b
093,The Ultimate Fighter: Team Pulver vs. Team Penn Finale,2007-06-23,Palms Casino Resort,"Las Vegas, Nevada, U.S.",,4749b03b59d186d75654c1cbb93a7d6cc08d8df294e6d7b0dbf80e7b57b674f1
092,UFC 72: Victory,2007-06-16,The Odyssey,"Belfast, Northern Ireland, UK","7,850",8a8c43986f37420e1b3f15124f467d56dcbb7b3d69754111ea5e5267d7c7dec5
091,UFC Fight Night: Stout vs. Fisher,2007-06-12,Seminole Hard Rock Hotel and Casino,"Hollywood, Florida, U.S.",,b0e43b3de81d79a8e9ea19c6b14e6a2e17afea27f1ebf14bc56ebde0eb17088e
090,UFC 71: Liddell vs. Jackson,2007-05-26,MGM Grand Garden Arena,"Las Vegas, Nevada, U.S.","14,728",bc3904fd41f86901ccf7b06c1acec12b74e57ed144f41a92675ba8f1783b58c4
089,UFC 70: Nations Collide,2007-04-21,Manchester Evening News Arena,"Manchester, England, UK","15,114",badb93925e450b5b217dbdc9776861dacf27d33f8d359cc66293be6e7ace190d
088,UFC 69: Shootout,2007-04-07,Toyota Center,"Houston, Texas, U.S.","15,269",2e3998ee0d4f565ddc7fef400ebd5aef923b88189967839c7feabf74cd3713ea
087,UFC Fight Night: Stevenson vs. Guillard,2007-04-05,Palms Casino Resort,"Las Vegas, Nevada, U.S.","1,734",e8ddffdce01c44d5969614f1f53b0e01c1a881c03d84658cf18b47eaee6207a7
086,UFC 68: The Uprising,2007-03-03,Nationwide Arena,"Columbus, Ohio, U.S.","19,079",8b319eb1aa22504be9f76f7c2f145589b412cd14c35140365113cc05a015e894
085,UFC 67: All or Nothing,2007-02-03,Mandalay Bay Events Center,"Las Vegas, Nevada, U.S.","10,787",c8aff18649989889987b154ecc06f6d836d6f89f9ba207ba13c0691d07fec77b
084,UFC Fight Night: Evans vs. Salmon,2007-01-25,Seminole Hard Rock Hotel and Casino,"Hollywood, Florida, U.S.","5,287",bdb260c56b3cd949f8b1dc03212c77af7b399825ff5e8236f53bf4a60534cd2b
083,UFC 66: Liddell vs. Ortiz,2006-12-30,MGM Grand Garden Arena,"Las Vegas, Nevada, U.S.","13,671",78db3b19601fb7f7a36c6c0be78678a9648a9f571f71dbf42047c411646f2b08
082,UFC Fight Night: Sanchez vs. Riggs,2006-12-13,Marine Corps Air Station Miramar,"San Diego, California, U.S.","3,000",a832d132fbe84927f6c0abc83d0eb9ba8c9ec113ff7d49582fe0a949fa1bc85b
081,UFC 65: Bad Intentions,2006-11-18,ARCO Arena,"Sacramento, California, U.S.","14,666",1096c39669f0d72a7062eb12e3448c79f438873d41ee27f99481e4fd4fe66230
080,The Ultimate Fighter: The Comeback Finale,2006-11-11,Hard Rock Hotel and Casino,"Las Vegas, Nevada, U.S.","1,000",a218ff75f8a52f685176173fbb818623ae55b71166d0e18e2edb42e2d58ed354
079,UFC 64: Unstoppable,2006-10-14,Mandalay Bay Events Center,"Las Vegas, Nevada, U.S.","10,173",ee6755127a853ddf942f59127251f862f5e14df42317c19f72c8d0ec65ec74ff
078,UFC Fight Night 6.5,2006-10-10,Seminole Hard Rock Hotel and Casino,"Hollywood, Florida, U.S.","3,510",8fee003e45f2b2fa665421460090e3aee5edee5af9d750a3de7443972be82756
077,UFC 63: Hughes vs. Penn,2006-09-23,Arrowhead Pond of Anaheim,"Anaheim, California, U.S.","12,604",34191dc21f4988581fd8afe47543a1bd78e70d76eef4bb65ff6aa1c5174c79f1
076,UFC 62: Liddell vs. Sobral,2006-08-26,Mandalay Bay Events Center,"Las Vegas, Nevada, U.S.","10,503",af0609798838aa79b858ae13e2047e4b955dca50aade6c2c7e07d0419843b800
075,UFC Fight Night 6,2006-08-17,Red Rock Resort Spa and Casino,"Summerlin, Nevada, U.S.","1,412",e660fdf281e036df697e956ac9c6192e91b88ae20d4e5fd8dbcfc060e6672f92
074,UFC 61: Bitter Rivals,2006-07-08,Mandalay Bay Events Center,"Las Vegas, Nevada, U.S.","11,167",2c86a44e63ce8b7f8b00e3b9d4d8efafb34e606b725a86c4fed8c6802b47e20a
073,UFC Ultimate Fight Night 5,2006-06-28,Hard Rock Hotel and Casino,"Las Vegas, Nevada, U.S.",606,aaad523bf9252f5c7d4d32f003a7b98b73a05c8e417879c3259886ac08bbc023
072,The Ultimate Fighter: Team Ortiz vs. Team Shamrock Finale,2006-06-24,Hard Rock Hotel and Casino,"Las Vegas, Nevada, U.S.",849,7b6b8fb6a036060044e857b11fdac561c7cc7eb4cd383d0ede7d7ef9635820a9
071,UFC 60: Hughes vs. Gracie,2006-05-27,Staples Center,"Los Angeles, California, U.S.","14,765",883fbe16d5c4384a330a6c236a2474a3d894c883eecf087c8feba1ed9a1de6b1
070,UFC 59: Reality Check,2006-04-15,Arrowhead Pond of Anaheim,"Anaheim, California, U.S.","13,814",401fa2a331e7775a0603c4c94f2208d0512ce7a34d853415132dc3f12e224210
069,UFC Ultimate Fight Night 4,2006-04-06,Hard Rock Hotel and Casino,"Las Vegas, Nevada, U.S.",843,9534b1aff883d2c07b3355fee6ef5dd2fbb385b2979f8b5c7adb4f3acb317d9b
068,UFC 58: USA vs. Canada,2006-03-04,Mandalay Bay Events Center,"Las Vegas, Nevada, U.S.","9,569",d7af22b08c5ea95708c30394f1bd17291046b75598445ca4d2a4beaa5980f8ad
067,UFC 57: Liddell vs. Couture 3,2006-02-04,Mandalay Bay Events Center,"Las Vegas, Nevada, U.S.","10,659",4ee7c91ce2fec367081d8e4796b85e7d38859bb9cd8a70e416b86e5ea0a5187f
066,UFC Ultimate Fight Night 3,2006-01-16,Hard Rock Hotel and Casino,"Las Vegas, Nevada, U.S.","1,008",9c2e46713233ecd96be42f903ec209ae7980fea66645e3b575bda0de0f88b15e
065,UFC 56: Full Force,2005-11-19,MGM Grand Garden Arena,"Las Vegas, Nevada, U.S.","12,000",3c487c80bf178b1c63ce2b762c2cd917647bea68d2a93458bf404189d9aeff59
064,The Ultimate Fighter: Team Hughes vs. Team Franklin Finale,2005-11-05,Hard Rock Hotel and Casino,—,"12,000",7c7605a1c6f0803e1e0aa7060cf7c4c0bec084d192af1affd0fd336147d8384d
063,UFC 55: Fury,2005-10-07,Mohegan Sun Arena,"Uncasville, Connecticut, U.S.","8,000",b7f170d55356fc94d3826dc88f581a5040dc6d0d534b3e96c95106806a96a84a
062,UFC Ultimate Fight Night 2,2005-10-03,Hard Rock Hotel and Casino,"Las Vegas, Nevada, U.S.",,60a0616c76802894c837d75f1425a54f0e839c547b8acff283ac4289fb109b37
061,UFC 54: Boiling Point,2005-08-20,MGM Grand Garden Arena,"Las Vegas, Nevada, U.S.","13,520",6ea1e32a2a377dd3659c9c66761fbc416ac6803651b9d92edd583229961d5d29
060,UFC Ultimate Fight Night,2005-08-06,Cox Pavilion,—,"13,520",6094f6eedac42cc9c6e9d8533c2eee64fe764cebc4264cb3bbcb54a46c7573e2
059,UFC 53: Heavy Hitters,2005-06-04,Boardwalk Hall,"Atlantic City, New Jersey, U.S.","12,000",f79c1f784d2d72bf4d760a68689336df5b973a49350b886e813f183157ced358
058,UFC 52: Couture vs. Liddell,2005-04-16,MGM Grand Garden Arena,"Las Vegas, Nevada, U.S.","14,562",5e22e9c99753bf0697977bed0c30971a1674121675a0207478deeb53ec41656f
057,The Ultimate Fighter: Team Couture vs. Team Liddell Finale,2005-04-09,Cox Pavilion,—,"14,562",328240bf1a796f158775b3ca35e7aec001f0df384ce10851f6875dc3d82eafd5
056,UFC 51: Super Saturday,2005-02-05,Mandalay Bay Events Center,—,"11,072",5cc26869599cc74b804acc3340b5cb8492e8b2c283ddf08d8792061664935d22
055,UFC 50: The War of '04,2004-10-22,Boardwalk Hall,"Atlantic City, New Jersey, U.S.","9,000",3f8ac054bde661d50e70a2f0e7dfd9d4cf712696553e0322eba3ee7ad57d25ff
054,UFC 49: Unfinished Business,2004-08-21,MGM Grand Garden Arena,"Las Vegas, Nevada, U.S.","12,100",312a8631aa0cccb05e5db4a39cec0768fcd409aa8777abfeefb5295f3ba7379e
053,UFC 48: Payback,2004-06-19,Mandalay Bay Events Center,"Las Vegas, Nevada, U.S.","10,000",7ec491c3abb110fd27b4e17ec7293ac7459946f5151dc4a9003bb8e6ec23763e
052,UFC 47: It's On!,2004-04-02,Mandalay Bay Events Center,"Las Vegas, Nevada, U.S.","11,437",5aaf7cdd8561360c3c8f30975616a894ec33eb8dae20895ebaff2e6bfaffacff
051,UFC 46: Supernatural,2004-01-31,Mandalay Bay Events Center,"Las Vegas, Nevada, U.S.","10,700",1ce060a282766e47776d1605510e344e36ba177c2321c25c455b23c1bc062dc5
050,UFC 45: Revolution,2003-11-21,Mohegan Sun Arena,"Uncasville, Connecticut, U.S.","9,200",de478e6da5072e0d71f4767dfef68ba125c1e2c209a454588709dbfc863ec09f
049,UFC 44: Undisputed,2003-09-26,Mandalay Bay Events Center,"Las Vegas, Nevada, U.S.","10,400",6259e6be419b42295a112ccf04937e21e6ea44411b966379f97f8875be56518c
048,UFC 43: Meltdown,2003-06-06,Thomas & Mack Center,"Las Vegas, Nevada, U.S.","9,800",932849ce4f56381a3085aa38d98c9ccfb1a552533d28b4a5350f4ad68d2b7619
047,UFC 42: Sudden Impact,2003-04-25,AmericanAirlines Arena,"Miami, Florida, U.S.","7,500",076f71b4eb47c40011dad2ff245639e3f79fe5d1dbaf73445c93285229652902
046,UFC 41: Onslaught,2003-02-28,Boardwalk Hall,"Atlantic City, New Jersey, U.S.","11,707",a05d6442c8bed02e817f441c5252dde30167159faac0d1a89fddc100efdb3792
045,UFC 40: Vendetta,2002-11-22,MGM Grand Garden Arena,"Las Vegas, Nevada, U.S.","13,770",806a1642e9ddb0b7f9870d5980347463e0383d17d9c38a037be2c5a76173699e
044,UFC 39: The Warriors Return,2002-09-27,Mohegan Sun Arena,"Uncasville, Connecticut, U.S.","7,800",cf30b03e8d0c8b54ec21b49604f75e29ccbe91b7888f748ad742a7985416044d
043,UFC 38: Brawl at the Hall,2002-07-13,Royal Albert Hall,"London, England, UK","5,000",9b271233d2cf2373af7a220d38b1576f748f88557f061f73af4a7a6266ffa597
042,UFC 37.5: As Real As It Gets,2002-06-22,Bellagio,"Las Vegas, Nevada, U.S.","3,700",1207bb6a423280e880c5d2730e316986ebba5b86663b256bf382e2117cbc6701
041,UFC 37: High Impact,2002-05-10,CenturyTel Center,"Bossier City, Louisiana, U.S.","7,200",e719560faf20a5c18067a81d09faf1853bd54d80f72d1b043caf12c437954e80
040,UFC 36: Worlds Collide,2002-03-22,MGM Grand Garden Arena,"Las Vegas, Nevada, U.S.","10,000",c14c70aa49e182d205b7df208189a421bf03feb99d915ff411fb0c3d1ad9b914
039,UFC 35: Throwdown,2002-01-11,Mohegan Sun Arena,"Uncasville, Connecticut, U.S.","9,600",7c7d92de17c5a7c1666f0a45ed0c73dfe14a1ef150ac4fddef1e656fae72a931
038,UFC 34: High Voltage,2001-11-02,MGM Grand Garden Arena,"Las Vegas, Nevada, U.S.","9,000",decbd3a2de9784bca7cee0b32423d3e66205587f2864917f39dce06d6a69bf71
037,UFC 33: Victory in Vegas,2001-09-28,Mandalay Bay Events Center,"Las Vegas, Nevada, U.S.","9,500",e017adf820407056e66ad58f86b42e50adf72cd5a75358a0d54c36d0714244f1
036,UFC 32: Showdown in the Meadowlands,2001-06-29,Continental Airlines Arena,"East Rutherford, New Jersey, U.S.","12,500",6e397871367c71ec1b1a397a9bbce264d496cd14d496bcdfbf75e8f088524520
035,UFC 31: Locked and Loaded,2001-05-04,Trump Taj Mahal,"Atlantic City, New Jersey, U.S.",,f77c6ab335690aaf55de3a645286a47bf97fd920d1f0dc83051141044e301998
034,UFC 30: Battle on the Boardwalk,2001-02-23,Trump Taj Mahal,"Atlantic City, New Jersey, U.S.","3,000",2bab1f17f15bf35141aa517492517a48c01229940bf00c8424f0677754856a28
033,UFC 29: Defense of the Belts,2000-12-16,Differ Ariake Arena,"Tokyo, Japan","1,414",d8b359da472932dfa99ca81088f575b5cc91fd8141b8d8761bd6bb94c1d72160
032,UFC 28: High Stakes,2000-11-17,Trump Taj Mahal,"Atlantic City, New Jersey, U.S.",,927814861960a586b31681a6086e4ed4b3ab8f0a3a9a054bb1b63dc4c4794a9f
031,UFC 27: Ultimate Bad Boyz,2000-09-22,Lakefront Arena,"New Orleans, Louisiana, U.S.",,e4f7259f7b93aadc1d1c8641fafc5c7f443d8658df46e6ac43e2a045440f7c06
030,UFC 26: Ultimate Field of Dreams,2000-06-09,Five Seasons Events Center,"Cedar Rapids, Iowa, U.S.","1,100",6779417d9f70888c368aaf44270aa4f93331df74e2662c675580570e1b305f3e
029,UFC 25: Ultimate Japan 3,2000-04-14,Yoyogi National Gymnasium,"Tokyo, Japan",,d2e43309c84fd0d0d9bd0ff5322b59646434cb9e5a6e8e217a56d30621cf57fc
028,UFC 24: First Defense,2000-03-10,Lake Charles Civic Center,"Lake Charles, Louisiana, U.S.",,ac9ebbdbcb8d3c05cfac7eebbb9794566b48b6f7bfd2352686d81e8d4e39ed7f
027,UFC 23: Ultimate Japan 2,1999-11-19,Tokyo Bay NK Hall,"Chiba, Japan",,c5469e1fe3c8bbb610af76f3441fdc6bfcb6a1643a3114bfe803fc5ab90586b3
026,UFC 22: Only One Can be Champion,1999-09-24,Lake Charles Civic Center,"Lake Charles, Louisiana, U.S.",,1443dbbb14b6152ab5a7b46873478fef130a53e65f1ea63caf2c87b422836064
025,UFC 21: Return of the Champions,1999-07-16,Five Seasons Events Center,"Cedar Rapids, Iowa, U.S.",,5a259f4664ecc5cf1e2ed5c6ecc937e0552bfbadee59dd8f7cfe2f603b6160e5
024,UFC 20: Battle for the Gold,1999-05-07,Boutwell Memorial Auditorium,"Birmingham, Alabama, U.S.",,f1744748c1de431cc8ef0c168c8062e5303a2eb23fcbf3a9e819ffc9a192dc1b
023,UFC 19: Ultimate Young Guns,1999-03-05,Casino Magic Bay St. Louis,"Bay St. Louis, Mississippi, U.S.",,7489dfebb61d0b1bf9582fb6d0c2271e20bfc4145575722ac11a700e047ec35a
022,UFC 18: The Road to the Heavyweight Title,1999-01-08,Pontchartrain Center,"New Orleans, Louisiana, U.S.",,d6f4620449130ae191059d8e714665168d76d0b1cc71ac6da2f79f044331d66f
021,UFC Brazil: Ultimate Brazil,1998-10-16,Ginásio da Portuguesa,"São Paulo, Brazil",,805c1ecb036ea406716f014e44bd710f08999f96284b8239876750afec270432
020,UFC 17: Redemption,1998-05-15,Mobile Civic Center,"Mobile, Alabama, U.S.",,32ac693384751f65f46b1bc74bc0a938ac15a1034820fcce097afde7da9f0cfe
019,UFC 16: Battle in the Bayou,1998-03-13,Pontchartrain Center,"New Orleans, Louisiana, U.S.","4,600",dd4d000b5bf9ad0957bd2264d746102df2426f87c4fe885cf8a7eacdf3371c94
018,UFC Japan: Ultimate Japan,1997-12-21,Yokohama Arena,"Yokohama, Japan","5,000",644b2d26d9de7a9dfd3f447c5d623838f30abbc48be4936dfc1003661cf94a86
017,UFC 15: Collision Course,1997-10-17,Casino Magic Bay St. Louis,"Bay St. Louis, Mississippi, U.S.",,597d22b014ba6d752a1e6d3d81f08c4074f09509e124ab50dcad4ce2f234a2f6
016,UFC 14: Showdown,1997-07-27,Boutwell Memorial Auditorium,"Birmingham, Alabama, U.S.","5,000",6b4d76ec6996345b8767f50cb63387ffc23aa0849f59a2930bb20eb3e74c4acc
015,UFC 13: The Ultimate Force,1997-05-30,Augusta Civic Center,"Augusta, Georgia, U.S.","5,100",39018a30a578b32f7cf423369d5021c0a7954405980531a3b9cc8500179e2582
014,UFC 12: Judgement Day,1997-02-07,Dothan Civic Center,"Dothan, Alabama, U.S.","3,100",bfd3174929768a5573ab6a2f1546458230537f429bac5be96bc098f9b39c9926
013,UFC: The Ultimate Ultimate 2,1996-12-07,Fair Park Arena,"Birmingham, Alabama, U.S.","6,000",5eed57fc983073282712e7217787117c2c3d28aede1427f395b38acf786769f4
012,UFC 11: The Proving Ground,1996-09-20,Augusta Civic Center,"Augusta, Georgia, U.S.","4,500",3f6e0d2dc228a917f8df476a6d5dc4805e095a4a377eee5be0b73d4286842814
011,UFC 10: The Tournament,1996-07-12,Fair Park Arena,"Birmingham, Alabama, U.S.","4,300",8baaae30594a8a088916ddf90b7d7c4e37bbf2c382bc88f5790b3bb2bc8c3fd2
010,UFC 9: Motor City Madness,1996-05-17,Cobo Arena,"Detroit, Michigan, U.S.","10,000",2ad6ed4a5e1b78a4a9f2cabd3c7a39ad22e5b7c6ce13861f14e5000de9bd0a59
009,UFC 8: David vs. Goliath,1996-02-16,Coliseo Rubén Rodríguez,"Bayamón, Puerto Rico","13,000",b6259ed8a60b0ad0f6aa349114b536cfed54824cab7082efb612d5240c8853d7
008,UFC: The Ultimate Ultimate,1995-12-16,Mammoth Gardens,"Denver, Colorado, U.S.","2,800",363054516e79364ad32dbaf75eaaccb41f1679db0bbd06aeb122aae673fb2404
007,UFC 7: The Brawl in Buffalo,1995-09-08,Buffalo Memorial Auditorium,"Buffalo, New York, U.S.","9,000",dfc9b747d152b4c1db179d156df88920657844b1e9d0c9d93432ed26dd685862
006,UFC 6: Clash of the Titans,1995-07-14,Casper Events Center,"Casper, Wyoming, U.S.","2,700",ff0d863ee7fcfe3a84046637e68a176385fd021e212c04275ff385d01e11b0d1
005,UFC 5: The Return of the Beast,1995-04-07,Independence Arena,"Charlotte, North Carolina, U.S.","6,000",ad052c6ce021afa1c4dea155f669b4af78faa0607e36d8dbc364cc9b67771edf
004,UFC 4: Revenge of the Warriors,1994-12-16,Expo Square Pavilion,"Tulsa, Oklahoma, U.S.","5,857",0b7d9ab5a22f81e19800c3013f75686b64f4fdf271ec600ec4b905756cc61b4d
003,UFC 3: The American Dream,1994-09-09,Grady Cole Center,"Charlotte, North Carolina, U.S.",,e8b1d82f5e8c42e45e4f6a37b41bf6aac479fe5d45d2187fc0c00e5aca8ebeae
002,UFC 2: No Way Out,1994-03-11,Mammoth Gardens,"Denver, Colorado, U.S.","2,000",c9f5f5be1a9abd239af5e36441a7742fcbe9a6ac24665a085bf4bff893142869
001,UFC 1: The Beginning,1993-11-12,McNichols Sports Arena,"Denver, Colorado, U.S.","7,800",17c4360b5a6cd9a9d438f40ec4c72ba4b6f479bc66b417ea5174f0f58dfd32b3
future,UFC 294,2023-10-21,Etihad Arena,"Abu Dhabi, United Arab Emirates",,7b1b75bd810522d5acad9e78cfb1e93e296cb2153748bd38e4700325dcbe0202
future,UFC 293,2023-09-10,TBD,"Sydney, Australia",,168192a3ceedc48b7b61d6fab5c70eae73cc4a43ecf4676d000a0442f55e2933
future,UFC 292: Sterling vs. O'Malley,2023-08-19,TD Garden,"Boston, Massachusetts, U.S.",,36acddd4fa98852f15e28aafc6e1146f9fa52d669804690d348eba44a83fc505
future,UFC Fight Night 226,2023-08-12,TBD,TBD,,8f832f0e08c9be56e11129bf64a773850c1efb76f7525f34c476b943aa2da157
future,UFC Fight Night 225,2023-08-05,TBD,TBD,,ec311a65bca7f6a6e1318224796094e19eb2ecc3ed5db205c1dd1c4bbc51e713
future,UFC 291: Poirier vs. Gaethje 2,2023-07-29,Delta Center,"Salt Lake City, Utah, U.S.",,4b4a04feb1f745aa7028dbfab426a34f06ed668faf1a867ab006bcd4f74fa099
future,UFC on ESPN: Aspinall vs. Tybura,2023-07-22,The O2 Arena,"London, England, UK",,b8f3342713d8aeb25d5558111449c4b595dc607555b5b9104ed0e94f491fa2dd
future,UFC Fight Night: Holm vs. Bueno Silva,2023-07-15,UFC Apex,"Las Vegas, Nevada, U.S.",,279a4be05dd0f622ef8019492f990936dcabffbd26e730b437eb49781d0558a4
future,UFC 290: Volkanovski vs. Rodríguez,2023-07-08,T-Mobile Arena,"Las Vegas, Nevada, U.S.",,07cac2b015f2e1572a2faac48c714d3f6acf0a865837f62affd8386978fadfab
future,UFC on ESPN: Strickland vs. Magomedov,2023-07-01,UFC Apex,"Las Vegas, Nevada, U.S.",,3864c7c9e2b76d47a7771d150726b4327c3fa88f05b4f6099c6a862d5a181b0a
future,UFC on ABC: Emmett vs. Topuria,2023-06-24,VyStar Veterans Memorial Arena,"Jacksonville, Florida, U.S.",,f796c71c34c1c47ec8d9ac26c5f015d2f0c36f4c1a6e1d7fba00ef781c130249
future,UFC on ESPN: Vettori vs. Cannonier,2023-06-17,UFC Apex,"Las Vegas, Nevada, U.S.",,b9d858650af3b4603d1f73dd9d46d337644d942d3b3c620473e407234daa6311
future,UFC 289: Nunes vs. Aldana,2023-06-10,Rogers Arena,"Vancouver, British Columbia, Canada",,a8b3628f1a194459323a285a9e55aaa74035164ad6967ac7aff83da655758b1f
future,UFC on ESPN: Kara-France vs. Albazi,2023-06-03,UFC Apex,"Las Vegas, Nevada, U.S.",,a8b4dda55b9d768282cdbfddcf6edd34b8539d638d9cad534494a68571c3e549
