weight_class,winner,loser,method,round,time,notes,fight_card,event_name,unnamed:_7_level_1
Lightweight 77 kg,Abu Muslim Alikhanov,Pascal Jaskiewiez,Submission (Leg lock),2,2:08,,Main card,ONE Championship: A New Breed 2,
Lightweight 77 kg,Witchayakorn Niamthanom,Khalid Friggini,Submission (Rear-Naked Choke),1,2:11,,Main card,ONE Championship: A New Breed 2,
Featherweight 70 kg,Phetmorakot Petchyindee Academy,Magnus Andersson,TKO (Punches),3,2:57,For the Featherweight Muay Thai Championship,Main card,ONE Championship: A New Breed 3,
Bantamweight 66 kg,Capitan Petchyindee Academy,Petchtanong Banchamek,KO (Punch),1,0:06,Kickboxing,Main card,ONE Championship: A New Breed 3,
W.Atomweight 52 kg,Sunisa Srisen,Rika Ishige,Decision (Unanimous),3,5:00,,Main card,ONE Championship: A New Breed 3,
Bantamweight 66 kg,Felipe Lobo,Yodpanomrung Jitmuangnon,Decision (Split),3,3:00,Muay Thai,Main card,ONE Championship: A New Breed 3,
Featherweight 70 kg,Yurik Davtyan,Bangpleenoi Petchyindee Academy,KO (Punches),2,0:07,Muay Thai,Main card,ONE Championship: A New Breed 3,
Strawweight 57 kg,Sam-A Gaiyanghadao (c),Josh Tonna,TKO (3 Knockdown Rule),2,2:30,For the ONE Muay Thai Strawweight Championship,Main card,ONE Championship: Reign of Dynasties,
Flyweight 61 kg,Reece McLaren,Aleksi Toivonen,KO (Knee to the Body),1,4:18,,Main card,ONE Championship: Reign of Dynasties,
Lightweight 77 kg,Amir Khan,Rahul Raju,KO (Punches),1,4:47,,Main card,ONE Championship: Reign of Dynasties,
Catchweight 63.5 kg,Eko Roni Saputra,Murugan Silvarajoo,Submission (Shoulder Lock),1,2:29,,Main card,ONE Championship: Reign of Dynasties,
Strawweight 57 kg,Hexigetu,Dejdamrong Sor Amnuaysirichoke,Decision (Split),3,5:00,,Main card,ONE Championship: Reign of Dynasties,
Flyweight 61 kg,Roshan Mainam,Liu Peng Shua,Submission (Rear-Naked Choke),2,2:27,,Main card,ONE Championship: Reign of Dynasties,
Bantamweight 66 kg,Hiroki Akimoto,Zhang Chenglong,Decision (Split),3,3:00,Kickboxing,Main card,ONE Championship: Reign of Dynasties 2,
Featherweight 70 kg,Sagetdao Petpayathai,Zhang Chunyu,Decision (Unanimous),3,3:00,Muay Thai,Main card,ONE Championship: Reign of Dynasties 2,
Featherweight 70 kg,Tang Kai,Keanu Subba,Decision (Unanimous),3,5:00,,Main card,ONE Championship: Reign of Dynasties 2,
Flyweight 61 kg,Wang Wenfeng,Azwan Che Wil,Decision (Unanimous),3,3:00,Muay Thai,Main card,ONE Championship: Reign of Dynasties 2,
Strawweight 57 kg,Ryuto Sawada,Miao Li Tao,Decision (Unanimous),3,5:00,,Main card,ONE Championship: Reign of Dynasties 2,
Bantamweight 66 kg,Han Zihao,Mohammed Bin Mahmoud,TKO (Punches),3,0:49,Muay Thai,Main card,ONE Championship: Reign of Dynasties 2,
Middleweight 93 kg,Reinier de Ridder,Aung La Nsang (c),Submission (Rear-Naked Choke),1,3:26,For the ONE Middleweight Championship,Main card,ONE Championship: Inside the Matrix,
Lightweight 77 kg,Christian Lee (c),Iuri Lapicus,TKO (Punches),1,2:19,For the ONE Lightweight Championship,Main card,ONE Championship: Inside the Matrix,
Featherweight 70 kg,Thanh Le,Martin Nguyen (c),TKO (Punches),3,2:19,For the ONE Featherweight Championship,Main card,ONE Championship: Inside the Matrix,
Strawweight 56.7 kg,Xiong Jingnan (c),Tiffany Teo,Decision (Unanimous),5,5:00,For the ONE Women's Strawweight Championship,Main card,ONE Championship: Inside the Matrix,
Lightweight 77 kg,Antonio Caruso,Eduard Folayang,Decision (Unanimous),3,5:00,,Main card,ONE Championship: Inside the Matrix,
Atomweight 52 kg,Ritu Phogat,Nou Srey Pov,TKO (Punches),2,2:02,,Main card,ONE Championship: Inside the Matrix,
Welterweight 84 kg,Kiamrian Abbasov (c),James Nakashima,TKO (Knee and Punches),4,3:27,For the ONE Welterweight Championship,Main card,ONE Championship: Inside the Matrix 2,
Lightweight 77 kg,Timofey Nastyukhin,Pieter Buist,Decision (Unanimous),3,5:00,,Main card,ONE Championship: Inside the Matrix 2,
Flyweight 61 kg,Yuya Wakamatsu,Kim Kyu Sung,KO (Punches),1,1:46,,Main card,ONE Championship: Inside the Matrix 2,
Flyweight 61 kg,Eko Roni Saputra,Ramon Gonzales,Submission (Rear-Naked Choke),1,4:07,,Main card,ONE Championship: Inside the Matrix 2,
W.Atomweight 52 kg,Meng Bo,Priscilla Gaol,KO (Punches),1,1:26,,Main card,ONE Championship: Inside the Matrix 2,
Bantamweight 66 kg,John Lineker,Kevin Belingon,TKO (Punches),2,1:16,,Main card,ONE Championship: Inside the Matrix 3,
Catchweight 64 kg,Geje Eustaquio,Min Jong Song,Decision (Unanimous),3,5:00,,Main card,ONE Championship: Inside the Matrix 3,
Welterweight 84 kg,Murad Ramazanov,Hiroyuki Tetsuka,Decision (Unanimous),3,5:00,,Main card,ONE Championship: Inside the Matrix 3,
Middleweight 93 kg,Fan Rong,Yuri Simões,Decision (Unanimous),3,5:00,,Main card,ONE Championship: Inside the Matrix 3,
Strawweight 57 kg,Hiroba Minowa,Lito Adiwang,Decision (Split),3,5:00,,Main card,ONE Championship: Inside the Matrix 3,
Catchweight 58.3 kg,Aslanbek Zikreev,Wang Junguang,Decision (Split),3,3:00,Kickboxing,Main card,ONE Championship: Inside the Matrix 4,
Catchweight 59 kg,Joseph Lasiri,Rocky Ogden,Decision (Split),3,3:00,Muay Thai,Main card,ONE Championship: Inside the Matrix 4,
Bantamweight 66 kg,Kwon Won Il,Bruno Pucci,TKO (Punches),1,2:00,,Main card,ONE Championship: Inside the Matrix 4,
Featherweight 70 kg,Ryogo Takahashi,Yoon Chang Min,TKO (Punches),2,2:52,,Main card,ONE Championship: Inside the Matrix 4,
W.Catchweight 61.3 kg,Maira Mazar,Choi Jeong Yun,TKO (Punches),3,4:26,,Main card,ONE Championship: Inside the Matrix 4,
Bantamweight 66 kg,Vladimir Kuzmin,Tamerlan Bashirov,Decision (Unanimous),3,3:00,Road to ONE Kickboxing Bantamweight Tournament Final,Main card,Road to ONE 4: Fair Fight 13,
Welterweight 84 kg,Sher Mamazulunov,Dmitry Valent,Ext.R Decision (Unanimous),4,3:00,Kickboxing,Main card,Road to ONE 4: Fair Fight 13,
Welterweight 84 kg,Sergey Ponomarev,Mikhail Sartakov,Decision (Unanimous),3,3:00,Kickboxing,Main card,Road to ONE 4: Fair Fight 13,
Featherweight 70 kg,Salimkhan Ibragimov,Nikita Gerasimovich,Decision (Unanimous),3,3:00,Kickboxing,Main card,Road to ONE 4: Fair Fight 13,
Catchweight 67 kg,Kirill Khomutov,Mavlud Tifiev,Decision (Split),3,3:00,Kickboxing,Main card,Road to ONE 4: Fair Fight 13,
Catchweight 68 kg,Nikita Kurbatov,Dmitriy Lunyachenko,Decision (Unanimous),3,3:00,Kickboxing,Main card,Road to ONE 4: Fair Fight 13,
Catchweight 75 kg,Ilya Sokolov,Denis Burmatov,KO (Head Kick),3,1:11,Kickboxing,Main card,Road to ONE 4: Fair Fight 13,
Middleweight 93 kg,Valeriy Bizyayev,Usman Yakhiev,KO (Punches),2,1:55,Kickboxing,Main card,Road to ONE 4: Fair Fight 13,
Bantamweight 66 kg,Oleg Likhtarovich,Ivan Avdeev,Decision (Unanimous),3,3:00,Road to ONE Kickboxing Bantamweight Tournament Reserve Fight,Main card,Road to ONE 4: Fair Fight 13,
Bantamweight 66 kg,Tamerlan Bashirov,Viktor Mikhailov,Decision (Split),3,3:00,Road to ONE Kickboxing Bantamweight Tournament Semi-Finals,Main card,Road to ONE 4: Fair Fight 13,
Bantamweight 66 kg,Vladimir Kuzmin,Maxim Petkevich,Decision (Unanimous),3,3:00,Road to ONE Kickboxing Bantamweight Tournament Semi-Finals,Main card,Road to ONE 4: Fair Fight 13,
Welterweight 84 kg,Nikita Kozlov,Nikita Radyakin,Decision (Unanimous),3,3:00,Kickboxing,Main card,Road to ONE 4: Fair Fight 13,
Featherweight 70 kg,Eduar Fatykov,Vadim Davydov,Decision (Unanimous),3,3:00,Kickboxing,Main card,Road to ONE 4: Fair Fight 13,
Catchweight 75 kg,Igor Kurganskiy,Saadula Tsarainov,Decision (Unanimous),3,3:00,Kickboxing,Main card,Road to ONE 4: Fair Fight 13,
Featherweight 70 kg,Marat Grigorian,Ivan Kondratev,KO (Punch to the Body),2,1:52,Kickboxing,Main card,ONE Championship: Big Bang,
Featherweight 70 kg,Garry Tonon,Koyomi Matsushima,Decision (Unanimous),3,5:00,,Main card,ONE Championship: Big Bang,
Light Heavyweight 102 kg,Murat Aygün,Anderson Silva,Decision (Unanimous),3,3:00,Kickboxing,Main card,ONE Championship: Big Bang,
Featherweight 70 kg,Andy Souwer,Zhang Chunyu,Decision (Unanimous),3,3:00,Kickboxing,Main card,ONE Championship: Big Bang,
Strawweight 57 kg,Bokang Masunyane,Rene Catalan,KO (Head Kick),1,0:37,,Main card,ONE Championship: Big Bang,
Atomweight 52 kg,Jihin Radzuan,Bi Nguyen,Decision (Unanimous),3,5:00,,Main card,ONE Championship: Big Bang,
Atomweight 52 kg,Ritu Phogat,Jomary Torres,TKO (Elbows),1,3:55,,Main card,ONE Championship: Big Bang,
Flyweight 61 kg,Jonathan Haggerty,Taiki Naito,Decision (Unanimous),3,3:00,Muay Thai,Main card,ONE Championship: Big Bang 2,
Lightweight 77 kg,Nieky Holzken,Elliot Compton,KO (Punch to the Body),1,1:36,Kickboxing,Main card,ONE Championship: Big Bang 2,
Featherweight 70 kg,Kim Jae Woong,Tetsuya Yamada,TKO (Punches),2,4:39,,Main card,ONE Championship: Big Bang 2,
Heavyweight 120 kg,Rade Opacic,Errol Zimmerman,TKO (Spinning Heel Kick),2,1:35,Kickboxing,Main card,ONE Championship: Big Bang 2,
Welterweight 84 kg,Tyler Mcguire,Agilan Thani,Decision (Unanimous),3,5:00,,Main card,ONE Championship: Big Bang 2,
Bantamweight 66 kg,Chen Rui,Ali Motamed,TKO (Punches),1,1:56,,Main card,ONE Championship: Big Bang 2,
Catchweight 59 kg,Petchpangan Tded99,Wanchana Nor Narissorn,No Contest (Accidental Low Blow),3,3:00,Muay Thai,Main card,Road to ONE 5: WSS,
Catchweight 68 kg,Yodsanchai Nayok-A Thasala,Roylan Warriormuaythai,KO (Elbow),3,1:30,Muay Thai,Main card,Road to ONE 5: WSS,
Atomweight 52 kg,Nongchamp Suanarhanpeekmai,Kongboorapha Thipthamai,Decision (Unanimous),5,3:00,Muay Thai,Main card,Road to ONE 5: WSS,
Strawweight 57 kg,Kaensak Sor Tienpo,Patakngern Pakbangkhakhaw,TKO (Shoulder Injury),5,1:58,Muay Thai,Main card,Road to ONE 5: WSS,
Strawweight 57 kg,Noelisson Phuketfightclub,Thor Kor Sor Sor Chokmeechai,Decision (Unanimous),5,3:00,Muay Thai,Postliminary Card,Road to ONE 5: WSS,
Atomweight 52 kg,Watcharaphol Singmawin,Wutthidet Tded99,Decision (Majority),5,3:00,Muay Thai,Postliminary Card,Road to ONE 5: WSS,
Light Heavyweight 102 kg,Roman Kryklia (c),Andrei Stoica,Decision (Unanimous),5,3:00,For the ONE Kickboxing Light Heavyweight Championship,Main card,ONE Championship: Collision Course,
Bantamweight 66 kg,Nong-O Gaiyanghadao (c),Rodlek P.K. Saenchaimuaythaigym,KO (Punches),3,1:13,For the ONE Muay Thai Bantamweight Championship,Main card,ONE Championship: Collision Course,
Featherweight 70 kg,Marat Gafurov,Lowen Tynanes,Decision (Split),3,5:00,,Main card,ONE Championship: Collision Course,
Bantamweight 66 kg,Yusup Saadulaev,Troy Worthen,Decision (Unanimous),3,5:00,,Main card,ONE Championship: Collision Course,
Flyweight 61 kg,Yodkaikaew Fairtex,Tatsumitsu Wada,Decision (Split),3,5:00,,Main card,ONE Championship: Collision Course,
Flyweight 61 kg,Xie Wei,Chan Rothana,TKO (Punches),3,1:37,,Main card,ONE Championship: Collision Course,
Featherweight 70 kg,Jamal Yusupov,Samy Sana,Decision (Unanimous),3,3:00,Muay Thai,Main card,ONE Championship: Collision Course 2,
Catchweight 62.5 kg,Kairat Akhmetov,Dae Hwan Kim,Decision (Unanimous),3,5:00,,Main card,ONE Championship: Collision Course 2,
Flyweight 61 kg,Kohei Kodera,Walter Goncalves,TKO (Leg Injury),2,0:30,Muay Thai,Main card,ONE Championship: Collision Course 2,
Lightweight 77 kg,Dae Sung Park,Amir Khan,Decision (Split),3,5:00,,Main card,ONE Championship: Collision Course 2,
Welterweight 84 kg,Raimond Magomedaliev,Edson Marques,KO (Punches),1,1:52,,Main card,ONE Championship: Collision Course 2,
Catchweight 60 kg,Senzo Ikeda,Liang Hui,Decision (Unanimous),3,5:00,,Main card,ONE Championship: Collision Course 2,
Flyweight Muay Thai,Duangsompong Jitmuangnon,Batman Or.Atchariya,Decision (majority),3,3:00,,Main card,ONE Friday Fights 4,
Flyweight Muay Thai,Petchmuangsri Tded99,Mongkolkaew Sor.Sommai,Decision (unanimous),3,3:00,,Main card,ONE Friday Fights 4,
Catchweight (148 lbs) Muay Thai,Erdem Taha Dincer,Alessandro Sara,KO (punches),1,2:05,,Main card,ONE Friday Fights 4,
Catchweight (112 lbs) Muay Thai,Francisca Vera,Gusjung Fairtex,TKO (knee),2,1:43,,Main card,ONE Friday Fights 4,
Flyweight Muay Thai,Chaongoh Jitmuangnon,An Bunhour,TKO (punches),1,1:07,,Main card,ONE Friday Fights 4,
Bantamweight Muay Thai,Fabio Reis,Ferrari Fairtex,KO (punch),2,2:30,,Preliminary card (FanDuel TV),ONE Friday Fights 4,
Bantamweight,Bruno Azevedo,Talekh Gamidov,Technical Submission (arm-triangle choke),2,2:02,,Preliminary card (FanDuel TV),ONE Friday Fights 4,
Bantamweight Kickboxing,Fariya Aminipour,Hiroki Suzuki,Decision (split),3,3:00,,Preliminary card (FanDuel TV),ONE Friday Fights 4,
Flyweight,Peter Danesoe,Aqib Awan,TKO (knees),1,4:33,,Preliminary card (FanDuel TV),ONE Friday Fights 4,
Catchweight (128 lbs) Muay Thai,Malena Garcia,Judy Humber,Decision (unanimous),3,3:00,,Preliminary card (FanDuel TV),ONE Friday Fights 4,
Catchweight (143 lbs) Muay Thai,Rambolek Chor.Ajalaboon,Theeradet Chor.Hapayak,KO (punch),2,0:10,,Main card,ONE Friday Fights 7,
Strawweight Muay Thai,Kongchai Chanaidonmuang,Chalamkhao P.K.Saenchai,Decision (unanimous),3,3:00,,Main card,ONE Friday Fights 7,
Catchweight (118 lbs) Muay Thai,Ritnaka OrBorJor. NakhonPhanom,Rittidet Kiatsongrit,Decision (split),3,3:00,,Main card,ONE Friday Fights 7,
Catchweight (113 lbs) Muay Thai,Petchbanrai Singha Mawynn,Sakaengam Jitmuangnon,Decision (unanimous),3,3:00,,Main card,ONE Friday Fights 7,
Women's Strawweight Muay Thai,Yuly Alves,Kwanjai Sor.Tawanrung,Decision (split),3,3:00,,Main card,ONE Friday Fights 7,
Catchweight (132 lbs) Muay Thai,Samingdam Chor.Ajalaboon,Rittidet Sor.Sommai,KO (punches),2,0:25,,Main card,ONE Friday Fights 7,
Bantamweight Muay Thai,Yodphupha Tor.Yotha,Ilyas Musaev,Decision (unanimous),3,3:00,,Preliminary card (FanDuel TV),ONE Friday Fights 7,
Heavyweight,Lawrence Philips,Ben Parker,KO (slam),1,0:18,,Preliminary card (FanDuel TV),ONE Friday Fights 7,
Middleweight,Arash Mardani,Mamurjon Khamidov,Decision (unanimous),3,5:00,,Preliminary card (FanDuel TV),ONE Friday Fights 7,
Catchweight (110 lbs) Muay Thai,Lisa Brierley,Rungnapa Por.Muangphet,KO (punch),1,1:09,,Preliminary card (FanDuel TV),ONE Friday Fights 7,
Women's Atomweight,So Yul Kim,Souris Manfredi,Technical Submission (guillotine choke),1,4:12,,Preliminary card (FanDuel TV),ONE Friday Fights 7,
Flyweight Muay Thai,Samingdam Looksuan,Shakhriyor Jurayev,Decision (unanimous),3,3:00,,Preliminary card (FanDuel TV),ONE Friday Fights 7,
Lightweight Muay Thai,Regian Eersel (c),Sinsamut Klinmee,KO (punch to the body),4,1:17,[a],Main card,ONE Friday Fights 9,
Bantamweight Muay Thai,Muangthai P.K.Saenchai,Kulabdam Sor.Jor.Piek-U-Thai,KO (elbow),3,1:37,,Main card,ONE Friday Fights 9,
Strawweight Muay Thai,Sam-A Gaiyanghadao,Ryan Sheehan,KO (punch),2,2:52,,Main card,ONE Friday Fights 9,
Catchweight (121 lbs) Muay Thai,PhetjeeJa Lukjaoporongtom,Fani Peloumpi,TKO (punch to the body),2,1:38,,Main card,ONE Friday Fights 9,
Flyweight Muay Thai,Sulaiman Looksuan,Chaongoh Jitmuangnon,KO (punch),2,1:30,,Main card,ONE Friday Fights 9,
Catchweight (140 lbs) Muay Thai,Saeksan Or. Kwanmuang,Silviu Vitez,Decision (unanimous),3,3:00,,Preliminary card (FanDuel TV),ONE Friday Fights 9,
Catchweight (140 lbs) Muay Thai,Yodlekpet Or. Atchariya,Saman Ashouri,KO (punch),2,0:27,,Preliminary card (FanDuel TV),ONE Friday Fights 9,
Flyweight Muay Thai,Tagir Khalilov,Black Panther,KO (punch to the body),1,2:04,,Preliminary card (FanDuel TV),ONE Friday Fights 9,
Flyweight,Tatsumitsu Wada,Ernesto Montilla,Submission (rear-naked choke),1,1:52,,Preliminary card (FanDuel TV),ONE Friday Fights 9,
Catchweight (159 lbs),Yoon Chang Min,Kirill Gorobets,Decision (split),3,5:00,,Preliminary card (FanDuel TV),ONE Friday Fights 9,
Flyweight Muay Thai,Nakrob Fairtex,Chen Jiayi,TKO (knees),2,2:45,,Preliminary card (FanDuel TV),ONE Friday Fights 9,
Bantamweight Muay Thai,Kulabdam Sor.Jor.Piek-U-Thai,Sangmanee P.K.Saenchai,Decision (unanimous),3,3:00,,Main card,ONE Friday Fights 2,
Strawweight Muay Thai,Chalamkhao P.K.Saenchai,Petchthong Kiatsongrit,Decision (unanimous),3,3:00,,Main card,ONE Friday Fights 2,
Featherweight Muay Thai,Mohammad Siasarani,Avatar P.K.Saenchai,Decision (majority),3,3:00,,Main card,ONE Friday Fights 2,
Flyweight Muay Thai,Nakrob Fairtex,Sherzod Kabutov,Decision (unanimous),3,3:00,,Main card,ONE Friday Fights 2,
Atomweight Muay Thai,Songchainoi Kiatsongrit,Yoddoi Kaewsamrit,Decision (unanimous),3,3:00,,Main card,ONE Friday Fights 2,
Catchweight (140 lbs) Muay Thai,Yodlekpet Or. Atchariya,Silviu Vitez,TKO (doctor stoppage),2,2:08,,Preliminary card (FanDuel TV),ONE Friday Fights 2,
Catchweight (152 lbs) Muay Thai,Pongsiri P.K.Saenchai,Ferzan Çiçek,Decision (unanimous),3,3:00,,Preliminary card (FanDuel TV),ONE Friday Fights 2,
Middleweight,Arash Mardani,Harry Grech,DQ (inactivity),3,3:20,[a],Preliminary card (FanDuel TV),ONE Friday Fights 2,
Flyweight Muay Thai,Elias Ghazali,Ayad Albadr,Decision (unanimous),3,3:00,,Preliminary card (FanDuel TV),ONE Friday Fights 2,
Catchweight (119 lbs) Muay Thai,Marie Ruumet,Thai-Ngan Le,Decision (unanimous),3,3:00,,Preliminary card (FanDuel TV),ONE Friday Fights 2,
Bantamweight,Jakub Wayman,Riccardo Cantindig-Stagg,TKO (punches),3,4:21,,Preliminary card (FanDuel TV),ONE Friday Fights 2,
Welterweight,Nobutatsu Suzuki,Brock Larson,Decision (unanimous),5,5:00,[a],Main card,ONE Fighting Championship: War of Nations,
Bantamweight,Dae Hwan Kim,Kevin Belingon,Submission (rear-naked choke),1,4:39,,Main card,ONE Fighting Championship: War of Nations,
Flyweight,Adriano Moraes,Yasuhiro Urushitani,Submission (rear-naked choke),2,3:48,,Main card,ONE Fighting Championship: War of Nations,
Lightweight,Kamal Shalorus,Ariel Sexton,Decision (unanimous),3,5:00,,Main card,ONE Fighting Championship: War of Nations,
Catchweight (129 lb),Andrew Leone,Shinichi Kojima,Decision (unanimous),3,5:00,,Main card,ONE Fighting Championship: War of Nations,
Lightweight,Kotetsu Boku,Arnaud Lepont,TKO (punches),1,4:06,,Main card,ONE Fighting Championship: War of Nations,
Lightweight,Peter Davis,Waqar Umar,Submission (strikes),2,3:07,,Main card,ONE Fighting Championship: War of Nations,
Weight class,,,Method,Round,Time,Notes,Preliminary card,ONE Fighting Championship: War of Nations,
Featherweight,Herbert Burns,Harris Sarmiento,Decision (unanimous),3,5:00,,Preliminary card,ONE Fighting Championship: War of Nations,
Flyweight,Saiful Merican,Khim Dima,Decision (split),3,5:00,,Preliminary card,ONE Fighting Championship: War of Nations,
Bantamweight,Bibiano Fernandes (c),Masakatsu Ueda,Decision (unanimous),5,5:00,[a],Main card,ONE Fighting Championship: Rise of Heroes,
Lightweight,Eduard Folayang,Kotetsu Boku,Decision (unanimous),3,5:00,,Main card,ONE Fighting Championship: Rise of Heroes,
Flyweight,Roy Docyogen,Joshua Alvarez,Decision (unanimous),3,5:00,,Main card,ONE Fighting Championship: Rise of Heroes,
Bantamweight,Rob Lisita,Yusuke Kawanago,TKO (punches),1,0:28,,Main card,ONE Fighting Championship: Rise of Heroes,
Heavyweight,James McSweeney,Chris Lokteff,KO (flying knee),1,3:04,,Main card,ONE Fighting Championship: Rise of Heroes,
Middleweight,Leandro Ataides,Tatsuya Mizuno,TKO (punches),1,0:47,,Main card,ONE Fighting Championship: Rise of Heroes,
Women's Flyweight,Ana Julaton,Aya-Saeid Saber,TKO (punches and elbows),3,4:00,,Main card,ONE Fighting Championship: Rise of Heroes,
Weight class,,,Method,Round,Time,Notes,Preliminary card,ONE Fighting Championship: Rise of Heroes,
Flyweight,Eugene Toquero,Gianni Subba,Decision (unanimous),3,5:00,,Preliminary card,ONE Fighting Championship: Rise of Heroes,
Women's Atomweight,Jujeath Nagaowa,Jeet Toshi,TKO (punches),2,1:07,,Preliminary card,ONE Fighting Championship: Rise of Heroes,
Welterweight,Ben Askren,Bakhtiyar Abbasov,Submission (arm-triangle choke),1,4:21,,Main card,ONE Fighting Championship: Honor and Glory,
Lightweight,Vincent Latoel,Eddie Ng,KO (punches),1,3:16,,Main card,ONE Fighting Championship: Honor and Glory,
Featherweight,Jadamba Narantungalag,Honorio Banario,Decision (unanimous),3,5:00,,Main card,ONE Fighting Championship: Honor and Glory,
Lightweight,Caros Fodor,Willy Ni,Submission (kimura),1,3:29,,Main card,ONE Fighting Championship: Honor and Glory,
Featherweight,Major Overall,Bruno Pucci,KO (punches and soccer kick),1,2:52,,Main card,ONE Fighting Championship: Honor and Glory,
Heavyweight,Alain Ngalani,Chi Lewis Parry,No Contest,1,,[a],Main card,ONE Fighting Championship: Honor and Glory,
Bantamweight,Radeem Rahman,Raymond Tan,TKO (punches),2,2:46,,Main card,ONE Fighting Championship: Honor and Glory,
Weight class,,,Method,Round,Time,Notes,Preliminary card,ONE Fighting Championship: Honor and Glory,
Bantamweight,Casey Suire,Stephen Langdown,Submission (rear-naked choke),1,3:19,,Preliminary card,ONE Fighting Championship: Honor and Glory,
Catchweight (177 lb),Nik Harris,Brad Robinson,Decision (split),3,5:00,,Preliminary card,ONE Fighting Championship: Honor and Glory,
Flyweight,Adriano Moraes,Kosuke Suzuki,Submission (arm-triangle choke),3,1:25,[a],Main card,ONE Fighting Championship: Era of Champions,
Bantamweight,Fransino Tirta,Sami Amin,Submission (rear-naked choke),1,1:08,,Main card,ONE Fighting Championship: Era of Champions,
Flyweight,Geje Eustaquio,Kentaro Watanabe,Decision (unanimous),3,5:00,[b],Main card,ONE Fighting Championship: Era of Champions,
Middleweight,Aung La Nsang,Mahmoud Salama,KO (punches),1,1:06,,Main card,ONE Fighting Championship: Era of Champions,
Featherweight,Ev Ting,Yohan Mulia Legowo,TKO (knees and punches),1,4:35,,Main card,ONE Fighting Championship: Era of Champions,
Flyweight,Dejdamrong Sor Amnuaysirichoke,Jomanz Omanz,TKO (knees and punches),1,4:33,,Main card,ONE Fighting Championship: Era of Champions,
Flyweight,Gianni Subba,Ruel Catalan,Submission (elbows),2,2:43,,Main card,ONE Fighting Championship: Era of Champions,
Weight class,,,Method,Round,Time,Notes,Preliminary card,ONE Fighting Championship: Era of Champions,
Welterweight,Mohammad Sotounzadeh,Zuli Silawanto,KO (slam and punches),1,2:24,,Preliminary card,ONE Fighting Championship: Era of Champions,
Women's Bantamweight,Desi Rahayu,Ella Tang,Decision (unanimous),3,5:00,,Preliminary card,ONE Fighting Championship: Era of Champions,
Featherweight,Eric Kelly,Rob Lisita,Submission (rear-naked choke),2,3:42,[a],Main card,ONE Fighting Championship: War of Dragons,
Lightweight,Koji Ando,Rafael Nunes,Submission (rear-naked choke),1,1:43,,Main card,ONE Fighting Championship: War of Dragons,
Bantamweight,Koetsu Okazaki,Yusup Saadulaev,TKO (punches),2,4:21,,Main card,ONE Fighting Championship: War of Dragons,
Cruiserweight,Jake Butler,Mohamed Ali,TKO (strikes),3,1:21,,Main card,ONE Fighting Championship: War of Dragons,
Heavyweight,Paul Cheng,Mahmoud Hassan,TKO (corner stoppage),2,5:00,,Main card,ONE Fighting Championship: War of Dragons,
Heavyweight,Chi Lewis Parry,Alain Ngalani,KO (elbows),1,4:11,,Main card,ONE Fighting Championship: War of Dragons,
Bantamweight,Sung Ming Yen,Nicholas Lee,Submission (guillotine choke),1,1:10,,Main card,ONE Fighting Championship: War of Dragons,
Weight class,,,Method,Round,Time,Notes,Preliminary card,ONE Fighting Championship: War of Dragons,
Catchweight (157 lb),Eliot Corley,Rayner Kinsiong,TKO (strikes),1,1:36,,Preliminary card,ONE Fighting Championship: War of Dragons,
Featherweight,Nathan Ng,Florian Garel,Submission (north-south choke),1,1:23,,Preliminary card,ONE Fighting Championship: War of Dragons,
Welterweight,Jeff Huang,Bala Shetty,TKO (strikes),1,3:21,,Preliminary card,ONE Fighting Championship: War of Dragons,
Lightweight,Shinya Aoki (c),Kamal Shalorus,Submission (rear-naked choke),1,2:15,[a],Main card,ONE Fighting Championship: Reign of Champions,
Welterweight,Ben Askren,Nobutatsu Suzuki (c),TKO (punches),1,1:24,[b],Main card,ONE Fighting Championship: Reign of Champions,
Featherweight,Jadamba Narantungalag,Koji Oishi (c),Decision (unanimous),5,5:00,[c],Main card,ONE Fighting Championship: Reign of Champions,
Lightweight,Roger Huerta,Christian Holley,TKO (punches),1,3:13,,Main card,ONE Fighting Championship: Reign of Champions,
Cruiserweight,James McSweeney,Cristiano Kaminishi,KO (punch & soccer kick),1,1:17,,Main card,ONE Fighting Championship: Reign of Champions,
Featherweight,Herbert Burns,Hiroshige Tanaka,Decision (unanimous),3,5:00,,Main card,ONE Fighting Championship: Reign of Champions,
Weight class,,,Method,Round,Time,Notes,Preliminary card,ONE Fighting Championship: Reign of Champions,
Catchweight (167 lb),Mohamad Walid,Vaughn Donayre,Submission (armbar),1,1:05,,Preliminary card,ONE Fighting Championship: Reign of Champions,
Flyweight,Dejdamrong Sor Amnuaysirichoke,Ali Yaakub,Submission (rear-naked choke),1,2:34,,Preliminary card,ONE Fighting Championship: Reign of Champions,
Women's Flyweight,Ann Osman,Ana Julaton,Decision (split),3,5:00,,Preliminary card,ONE Fighting Championship: Reign of Champions,
Flyweight,Adriano Moraes,Geje Eustaquio,Submission (guillotine choke),2,3:54,[a],Main card,ONE Fighting Championship: Rise of the Kingdom,
Lightweight,Caros Fodor,Vincent Latoel,Submission (rear-naked choke),2,4:43,,Main card,ONE Fighting Championship: Rise of the Kingdom,
Featherweight,Samang Dun,Chan Rothana,DQ (illegal stomp),1,,[b],Main card,ONE Fighting Championship: Rise of the Kingdom,
